PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,0.16295,0.016295,1042.9
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,0.062492,0.0062492,1184
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,0.016636,0.0016636,1111.9
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,0.11148,0.011148,1493.3
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,0.092337,0.0092337,801.28
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,0.13467,0.013467,1098.8
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,0.035859,0.0035859,1031.6
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,0.10583,0.010583,1573
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,0.065631,0.0065631,1127.3
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,0.070847,0.0070847,1044.3
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,0.13279,0.013279,1114.3
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,0.034145,0.0034145,1083.4
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,0.10762,0.010762,1546.8
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,0.064335,0.0064335,1150
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,0.071867,0.0071867,1029.5
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,0.1247,0.01247,1186.7
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,0.032056,0.0032056,1154
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,0.098234,0.0098234,1694.7
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,0.061244,0.0061244,1208.1
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,0.063665,0.0063665,1162.1
