PERFDUMP,FP,1.9-1623,20,20,3,64,224,224,7,7,2,3,3,0.0085947,549.24,128659.669751,128659.669732,0.000011,1.710865,0.000000,0.873319,0.000000
PERFDUMP,FP,1.9-1623,20,20,64,256,56,56,1,1,1,0,0,0.0057971,354.52,85327.247936,85327.247936,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,64,64,56,56,1,1,1,0,0,0.0014692,349.72,21319.334896,21319.334896,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,64,64,56,56,3,3,1,1,1,0.0050004,924.77,63351.676299,63351.676272,0.000017,0.737034,0.000000,0.412726,0.000000
PERFDUMP,FP,1.9-1623,20,20,256,64,56,56,1,1,1,0,0,0.0057734,355.98,42486.080243,42486.080243,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,256,512,56,56,1,1,2,0,0,0.0079083,519.76,85509.211064,85509.211064,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,256,128,56,56,1,1,2,0,0,0.0026383,389.5,21330.024278,21330.024278,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,128,128,28,28,3,3,1,1,1,0.0048577,951.93,44019.534329,44019.534347,0.000020,1.666257,0.000000,1.584940,0.000001
PERFDUMP,FP,1.9-1623,20,20,128,512,28,28,1,1,1,0,0,0.0027987,734.35,60454.719304,60454.719304,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,512,128,28,28,1,1,1,0,0,0.0031752,647.28,30121.777800,30121.777800,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,512,1024,28,28,1,1,2,0,0,0.0054587,753.01,60343.505155,60343.505155,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,512,256,28,28,1,1,2,0,0,0.0018676,550.22,15080.891829,15080.891829,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,256,256,14,14,3,3,1,1,1,0.00492,939.88,30382.503559,30382.503601,0.000023,0.329044,0.000000,0.258563,0.000001
PERFDUMP,FP,1.9-1623,20,20,256,1024,14,14,1,1,1,0,0,0.0028406,723.5,42666.070724,42666.070724,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,1024,256,14,14,1,1,1,0,0,0.0028177,729.39,21386.322761,21386.322761,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,1024,2048,14,14,1,1,2,0,0,0.0064953,632.83,42678.156268,42678.156268,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,1024,512,14,14,1,1,2,0,0,0.0020524,500.69,10667.344172,10667.344172,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,512,512,7,7,3,3,1,1,1,0.0055701,830.18,20354.159997,20354.160012,0.000025,1.406582,0.000000,1.343773,0.000001
PERFDUMP,FP,1.9-1623,20,20,512,2048,7,7,1,1,1,0,0,0.0030832,666.58,30185.233486,30185.233486,0.000000,0.000000,0.000000,0.000000,0.000000
PERFDUMP,FP,1.9-1623,20,20,2048,512,7,7,1,1,1,0,0,0.0029399,699.07,15086.025808,15086.025808,0.000000,0.000000,0.000000,0.000000,0.000000
