PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,0.0056717,0.00056717,29963
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,0.0033194,0.00033194,22290
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,0.0012493,0.00012493,14806
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,0.0047224,0.00047224,35252
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,0.0066008,0.00066008,11209
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,0.016316,0.0016316,9069.5
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,0.0042843,0.00042843,8634.8
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,0.0040098,0.00040098,41516
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,0.003012,0.0003012,24564
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,0.0091308,0.00091308,8103.1
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,0.021216,0.0021216,6974.9
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,0.0054166,0.00054166,6829.7
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,0.0031929,0.00031929,52138
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,0.0055837,0.00055837,13251
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,0.0087477,0.00087477,8457.9
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,0.015517,0.0015517,9536.6
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,0.0042327,0.00042327,8740
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,0.0024908,0.00024908,66835
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,0.0024021,0.00024021,30801
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,0.00333,0.000333,22219
