PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,0.062805,0.0062805,2705.8
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,0.021456,0.0021456,3448.4
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,0.0055294,0.00055294,3345.2
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,0.04395,0.004395,3787.8
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,0.022399,0.0022399,3303.1
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,0.043284,0.0043284,3418.7
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,0.011303,0.0011303,3272.9
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,0.042506,0.0042506,3916.5
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,0.021763,0.0021763,3399.6
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,0.02572,0.002572,2876.7
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,0.043228,0.0043228,3423.2
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,0.011533,0.0011533,3207.6
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,0.035083,0.0035083,4745.1
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,0.021667,0.0021667,3414.7
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,0.023823,0.0023823,3105.7
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,0.045447,0.0045447,3256
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,0.012377,0.0012377,2988.8
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,0.022912,0.0022912,7265.6
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,0.022541,0.0022541,3282.4
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,0.025908,0.0025908,2855.8
