PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,0.16225,0.016225,1047.4
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,0.062636,0.0062636,1181.2
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,0.016374,0.0016374,1129.6
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,0.11151,0.011151,1492.9
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,0.086656,0.0086656,853.81
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,0.13276,0.013276,1114.6
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,0.034847,0.0034847,1061.6
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,0.10876,0.010876,1530.6
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,0.06492,0.006492,1139.7
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,0.070639,0.0070639,1047.4
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,0.13221,0.013221,1119.2
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,0.035193,0.0035193,1051.2
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,0.10767,0.010767,1546.2
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,0.06451,0.006451,1146.9
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,0.070587,0.0070587,1048.2
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,0.12513,0.012513,1182.6
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,0.032006,0.0032006,1155.8
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,0.10049,0.010049,1656.6
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,0.061275,0.0061275,1207.5
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,0.063794,0.0063794,1159.8
