PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,82.561,8.2561,2.0584
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,33.18,3.318,2.2299
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,8.7961,0.87961,2.1029
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,74.936,7.4936,2.2215
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,36.175,3.6175,2.0453
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,73.163,7.3163,2.0225
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,20.04,2.004,1.846
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,73.145,7.3145,2.2759
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,33.079,3.3079,2.2367
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,35.856,3.5856,2.0634
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,93.185,9.3185,1.588
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,25.162,2.5162,1.4702
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,82.038,8.2038,2.0292
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,34.421,3.4421,2.1495
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,39.148,3.9148,1.8899
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,66.44,6.644,2.2272
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,16.912,1.6912,2.1875
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,73.628,7.3628,2.261
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,32.811,3.2811,2.255
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,34.081,3.4081,2.1709
