PERFDUMP,FP,72,72,3,64,224,224,7,7,2,3,3,0.090136,0.0090136,1885.4
PERFDUMP,FP,72,72,64,256,56,56,1,1,1,0,0,0.035815,0.0035815,2065.8
PERFDUMP,FP,72,72,64,64,56,56,1,1,1,0,0,0.0093017,0.00093017,1988.5
PERFDUMP,FP,72,72,64,64,56,56,3,3,1,1,1,0.073364,0.0073364,2269.1
PERFDUMP,FP,72,72,256,64,56,56,1,1,1,0,0,0.038225,0.0038225,1935.6
PERFDUMP,FP,72,72,256,512,56,56,1,1,2,0,0,0.076163,0.0076163,1942.9
PERFDUMP,FP,72,72,256,128,56,56,1,1,2,0,0,0.020868,0.0020868,1772.8
PERFDUMP,FP,72,72,128,128,28,28,3,3,1,1,1,0.072519,0.0072519,2295.6
PERFDUMP,FP,72,72,128,512,28,28,1,1,1,0,0,0.036936,0.0036936,2003.1
PERFDUMP,FP,72,72,512,128,28,28,1,1,1,0,0,0.041509,0.0041509,1782.5
PERFDUMP,FP,72,72,512,1024,28,28,1,1,2,0,0,0.084126,0.0084126,1759
PERFDUMP,FP,72,72,512,256,28,28,1,1,2,0,0,0.026653,0.0026653,1388
PERFDUMP,FP,72,72,256,256,14,14,3,3,1,1,1,0.059197,0.0059197,2812.2
PERFDUMP,FP,72,72,256,1024,14,14,1,1,1,0,0,0.042208,0.0042208,1752.9
PERFDUMP,FP,72,72,1024,256,14,14,1,1,1,0,0,0.056308,0.0056308,1314
PERFDUMP,FP,72,72,1024,2048,14,14,1,1,2,0,0,0.15459,0.015459,957.21
PERFDUMP,FP,72,72,1024,512,14,14,1,1,2,0,0,0.041235,0.0041235,897.15
PERFDUMP,FP,72,72,512,512,7,7,3,3,1,1,1,0.041889,0.0041889,3974.1
PERFDUMP,FP,72,72,512,2048,7,7,1,1,1,0,0,0.064048,0.0064048,1155.2
PERFDUMP,FP,72,72,2048,512,7,7,1,1,1,0,0,0.073877,0.0073877,1001.5
